table,dataset,n_items,n_participants,n_categories,n_responses,density,longitudinal,construct_type,ct_primary,affect_cog,item_format,measurement_tool,construct_name,doi,license
pecino_2018_extrarole_wfb,item_response_warehouse_3,34,442,6,15028,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0207458,CC BY 4.0
ozkurt_2026_ego_orientation,item_response_warehouse_3,10,374,5,3740,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0353067,CC BY 4.0
ozkurt_2026_paces_enjoyment,item_response_warehouse_3,8,374,7,2992,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0353067,CC BY 4.0
ozkurt_2026_sport_motivation,item_response_warehouse_3,16,374,7,5984,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0353067,CC BY 4.0
ozkurt_2026_continuance_intention,item_response_warehouse_3,6,374,7,2244,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0353067,CC BY 4.0
ozkurt_2026_basic_psych_needs,item_response_warehouse_3,14,374,5,5236,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0353067,CC BY 4.0
xiong_2025_dass21,item_response_warehouse_3,21,974,4,20454,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0316703,CC BY 4.0
anjum_2022_gad7,item_response_warehouse_3,6,2313,4,13878,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0262716,CC BY 4.0
gillman_2023_pss,item_response_warehouse_3,10,404,5,4040,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0288563,CC BY 4.0
odachi_2022_hads,item_response_warehouse_3,14,417,5,5838,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0276803,CC BY 4.0
odachi_2022_fear_covid19,item_response_warehouse_3,7,417,5,2919,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0276803,CC BY 4.0
alsuhibani_2022_pads_s1,item_response_warehouse_3,10,449,5,4490,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Revised Paranoia and Deservedness Scale (PaDS-R),10.1371/journal.pone.0259053,CC BY 4.0
alsuhibani_2022_ecrs_s3,item_response_warehouse_3,12,638,7,7656,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Experiences in Close Relationships Scale - brief (ECR-12),10.1371/journal.pone.0259053,CC BY 4.0
alsuhibani_2022_paranoia_s3,item_response_warehouse_3,8,638,5,5104,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Revised Paranoia Scale (Study 3),10.1371/journal.pone.0259053,CC BY 4.0
alsuhibani_2022_pads_s2,item_response_warehouse_3,8,1508,5,12064,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Revised Paranoia and Deservedness Scale (PaDS-R),10.1371/journal.pone.0259053,CC BY 4.0
alsuhibani_2022_gcbs,item_response_warehouse_3,15,2146,5,32190,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Generic Conspiracist Beliefs Scale (GCBS),10.1371/journal.pone.0259053,CC BY 4.0
alsuhibani_2022_sers,item_response_warehouse_3,20,2146,7,42920,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Self-Esteem Rating Scale - Short Form (SERS),10.1371/journal.pone.0259053,CC BY 4.0
alsuhibani_2022_loc,item_response_warehouse_3,24,2570,6,61680,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Multidimensional Locus of Control Scale (MLCS),10.1371/journal.pone.0259053,CC BY 4.0
silva_2018_mbds,item_response_warehouse_3,12,802,28,9624,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0199480,CC BY 4.0
silva_2018_bsq,item_response_warehouse_3,8,1396,6,11168,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0199480,CC BY 4.0
silva_2018_tfeq,item_response_warehouse_3,18,2198,6,39564,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0199480,CC BY 4.0
silva_2018_phcs,item_response_warehouse_3,8,2198,5,17584,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0199480,CC BY 4.0
silva_2018_whoqol,item_response_warehouse_3,20,2198,5,43960,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0199480,CC BY 4.0
zeng_2025_academic_buoyancy_cfa,item_response_warehouse_3,21,423,5,8883,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0318347,CC BY 4.0
zhao_2024_erq,item_response_warehouse_3,10,1534,7,15340,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0296035,CC BY 4.0
qiang_2025_red_tape,item_response_warehouse_3,10,396,5,3960,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0327359,CC BY 4.0
cugmas_2021_elderly_social_support,item_response_warehouse_3,7,558,15,3906,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0247993,CC BY 4.0
alsyouf_2024_openness,item_response_warehouse_3,12,472,5,5664,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,NEO Five-Factor Inventory (NEO-FFI) - Openness to Experience,10.1371/journal.pone.0300657,CC BY 4.0
alsyouf_2024_conscientiousness,item_response_warehouse_3,12,472,5,5664,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,NEO Five-Factor Inventory (NEO-FFI) - Conscientiousness,10.1371/journal.pone.0300657,CC BY 4.0
alsyouf_2024_extraversion,item_response_warehouse_3,12,472,5,5664,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,NEO Five-Factor Inventory (NEO-FFI) - Extraversion,10.1371/journal.pone.0300657,CC BY 4.0
alsyouf_2024_neuroticism,item_response_warehouse_3,12,472,5,5664,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,NEO Five-Factor Inventory (NEO-FFI) - Neuroticism,10.1371/journal.pone.0300657,CC BY 4.0
alsyouf_2024_continuance_intention,item_response_warehouse_3,6,472,5,2832,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Continuance intention to use EHR systems (UTAUT),10.1371/journal.pone.0300657,CC BY 4.0
alsyouf_2024_facilitating_conditions,item_response_warehouse_3,6,472,5,2832,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Facilitating conditions (UTAUT),10.1371/journal.pone.0300657,CC BY 4.0
alsyouf_2024_social_influence,item_response_warehouse_3,8,472,5,3776,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Social influence (UTAUT),10.1371/journal.pone.0300657,CC BY 4.0
alsyouf_2024_agreeableness,item_response_warehouse_3,12,472,5,5664,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,NEO Five-Factor Inventory (NEO-FFI) - Agreeableness,10.1371/journal.pone.0300657,CC BY 4.0
song_2025_sc,item_response_warehouse_3,6,485,5,2910,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Service climate scale,10.1371/journal.pone.0323811,CC BY 4.0
queiros_2018_qcae,item_response_warehouse_3,31,562,4,17422,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0197755,CC BY 4.0
wang_2026_teaching_presence,item_response_warehouse_3,8,500,5,4000,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0346229,CC BY 4.0
rosharudin_2023_ders18,item_response_warehouse_3,18,689,5,12402,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0289551,CC BY 4.0
rosharudin_2023_dass21,item_response_warehouse_3,21,689,5,14469,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0289551,CC BY 4.0
liu_2025_classroom_interaction,item_response_warehouse_3,11,623,5,6853,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0328226,CC BY 4.0
liu_2025_willingness_communicate,item_response_warehouse_3,10,623,5,6230,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0328226,CC BY 4.0
liu_2025_speaking_selfefficacy,item_response_warehouse_3,14,623,5,8722,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0328226,CC BY 4.0
liu_2025_foreign_lang_enjoyment,item_response_warehouse_3,9,623,5,5607,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0328226,CC BY 4.0
najari_2024_bpqsf_stress,item_response_warehouse_3,12,748,5,8976,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0306348,CC BY 4.0
donati_2021_cfq7,item_response_warehouse_3,7,365,7,2555,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0246434,CC BY 4.0
colomer_perez_2021_soc13,item_response_warehouse_3,13,920,7,11960,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0260827,CC BY 4.0
colomer_perez_2021_asa,item_response_warehouse_3,24,920,5,22080,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0260827,CC BY 4.0
yang_2026_erq,item_response_warehouse_3,14,1033,7,14462,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0350928,CC BY 4.0
yang_2026_rrs,item_response_warehouse_3,22,1033,4,22726,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0350928,CC BY 4.0
yang_2026_stress_response,item_response_warehouse_3,32,1033,5,33056,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0350928,CC BY 4.0
milavic_2019_psisysf,item_response_warehouse_3,18,304,5,5472,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0220930,CC BY 4.0
li_2021_cultural_intelligence,item_response_warehouse_3,12,336,7,4032,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0250878,CC BY 4.0
li_2021_org_cultural_diversity,item_response_warehouse_3,9,336,7,3024,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0250878,CC BY 4.0
li_2021_sustainable_innov_behav,item_response_warehouse_3,6,336,7,2016,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0250878,CC BY 4.0
xu_2016_pqb,item_response_warehouse_3,21,505,6,10605,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0148935,CC BY 4.0
brederecke_2020_sis,item_response_warehouse_3,11,1367,5,15037,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0230331,CC BY 4.0
herrera_2018_se_d_items,item_response_warehouse_3,8,439,7,3512,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0204494,CC BY 4.0
herrera_2018_attitudes_homeless,item_response_warehouse_3,8,439,9,3512,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0204494,CC BY 4.0
herrera_2018_beliefs_about_empathy,item_response_warehouse_3,12,556,7,6672,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0204494,CC BY 4.0
herrera_2018_iri,item_response_warehouse_3,21,556,5,11676,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0204494,CC BY 4.0
liu_2025_mlq,item_response_warehouse_3,9,345,7,3105,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0330447,CC BY 4.0
liu_2025_positive_cognition,item_response_warehouse_3,12,345,5,4140,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0330447,CC BY 4.0
liu_2025_learning_motivation,item_response_warehouse_3,16,345,5,5520,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0330447,CC BY 4.0
karpudewan_2022_stp_cca,item_response_warehouse_3,29,397,4,11513,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0268509,CC BY 4.0
thanh_2025_green_knowledge,item_response_warehouse_3,6,407,5,2442,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0320053,CC BY 4.0
thanh_2025_environ_concern,item_response_warehouse_3,6,407,5,2442,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0320053,CC BY 4.0
thanh_2025_green_behavior,item_response_warehouse_3,8,407,5,3256,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0320053,CC BY 4.0
marquezpalacios_2026_bdi2,item_response_warehouse_3,21,508,4,10668,1,FALSE,NA,[untagged],untagged,NA,NA,NA,na,CC BY 4.0
fan_2025_mbi_exhaustion,item_response_warehouse_3,9,636,7,5724,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0324707,CC BY 4.0
fan_2025_mbi_accomplishment,item_response_warehouse_3,8,636,7,5088,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0324707,CC BY 4.0
fukuda_2021_info_reliability,item_response_warehouse_3,8,1000,5,8000,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0257552,CC BY 4.0
pavic_2022_healthcare_trust,item_response_warehouse_3,8,577,5,4616,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0264722,CC BY 4.0
pavic_2022_vaccine_conspiracy,item_response_warehouse_3,7,577,5,4039,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0264722,CC BY 4.0
jimenezherrera_2022_moral_sensitivity,item_response_warehouse_3,9,751,6,6759,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0270049,CC BY 4.0
tuason_2021_wellbeing,item_response_warehouse_3,8,938,7,7504,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Psychological well-being (8-item Flourishing-style scale),10.1371/journal.pone.0248591,CC BY 4.0
tuason_2021_sense_of_agency,item_response_warehouse_3,6,938,9,5628,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Sense of Agency Scale,10.1371/journal.pone.0248591,CC BY 4.0
holden_2026_bsri,item_response_warehouse_3,20,695,7,13900,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.7910/dvn/r6we4p,CC0 1.0
hewei_2022_msva_purchase,item_response_warehouse_3,14,752,5,10528,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0273968,CC BY 4.0
alcoholhealthwarninglabel_brennan_2022_emotional_arousal_followup,item_response_warehouse_3,6,1087,7,6522,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Positive Emotional Arousal to Alcohol Warning Labels,10.1371/journal.pone.0276189,CC BY 4.0
yu_2015_family_environment,item_response_warehouse_3,21,4582,4,96222,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0143612,CC BY 4.0
yang_2023_emotional_eating_eesr,item_response_warehouse_3,23,494,5,11362,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0280701,CC BY 4.0
yang_2023_emotional_eating_cesd,item_response_warehouse_3,20,494,4,9880,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0280701,CC BY 4.0
yang_2023_emotional_eating_uppsp,item_response_warehouse_3,20,494,4,9880,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0280701,CC BY 4.0
yang_2023_emotional_eating_ders,item_response_warehouse_3,36,494,5,17784,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0280701,CC BY 4.0
bittencourt_2021_dfs2,item_response_warehouse_3,36,681,5,24516,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0253044,CC BY 4.0
shen_2020_sas20,item_response_warehouse_3,20,1647,4,32940,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0243890,CC BY 4.0
sun_2026_eap_content,item_response_warehouse_3,11,650,5,7150,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0351750,CC BY 4.0
sun_2026_eap_usage,item_response_warehouse_3,12,650,5,7800,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0351750,CC BY 4.0
sun_2026_eap_difficulty,item_response_warehouse_3,6,650,5,3900,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0351750,CC BY 4.0
ghanbari_2016_helma_reading,item_response_warehouse_3,6,582,5,3492,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0149202,CC BY 4.0
ghanbari_2016_helma_comm,item_response_warehouse_3,8,582,5,4656,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0149202,CC BY 4.0
ghanbari_2016_helma_understand,item_response_warehouse_3,9,582,5,5238,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0149202,CC BY 4.0
ghanbari_2016_helma_access,item_response_warehouse_3,11,582,5,6402,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0149202,CC BY 4.0
zhou_2025_ehealth_literacy,item_response_warehouse_3,8,14892,5,119136,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0330637,CC BY 4.0
zhou_2025_peer_relationship,item_response_warehouse_3,16,14892,4,238272,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0330637,CC BY 4.0
daiku_2021_lying_frequency,item_response_warehouse_3,10,305,13,3050,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0249815,CC BY 4.0
daiku_2021_dirty_dozen,item_response_warehouse_3,12,305,5,3660,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0249815,CC BY 4.0
lopezgomez_2025_mbi_efficacy,item_response_warehouse_2,6,432,7,2592,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1038/s41598-024-84829-8,CC BY 4.0
estevezlopez_2016_panas,item_response_warehouse_2,20,442,5,8840,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.7717/peerj.1822,CC BY 4.0
lee_2024_panas,item_response_warehouse_2,20,527,5,10540,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.7717/peerj.18379,CC BY 4.0
